Gene,X5EGGE,X5EQMM,X5GICA,X5N9D6,X5P9GB,X5N9ES,X5P9GS,X5N9E1
RP11-446P9.1,0,0,0,0,0,2,0,0
RP11-1084I9.2,0,0,0,0,0,0,0,0
LINC00929,0,0,0,0,0,0,0,0
AC009878.2,0,0,0,0,0,0,0,0
GABRB3,51,95,261,131,819,359,656,297
RP11-345N11.1,5,9,0,0,4,6,5,0
AC011196.3,0,1,0,0,0,0,0,0
AC135999.2,0,0,0,0,0,0,0,0
GABRA5,4,10,0,0,0,20,23,2
TVP23BP1,0,0,0,0,0,0,0,0
GABRG3,2,0,0,1,2,0,10,0
GABRG3-AS1,0,0,0,0,0,0,0,0
AC136896.2,0,0,0,0,0,0,0,0
RNA5SP391,0,0,0,0,0,0,0,0
SERPINE4P,0,0,0,0,0,0,0,0
AC144833.1,0,0,0,0,0,0,0,0
RP11-100M12.1,0,0,0,0,0,0,0,0
RP11-100M12.2,0,0,0,0,0,0,0,0
RP11-100M12.3,0,0,0,0,0,0,0,0
RP11-30G8.2,0,0,0,0,0,0,0,0
RP11-30G8.1,0,0,0,0,0,0,0,1
OCA2,0,6,175,113,6,10,40,56
AC090696.2,0,0,0,0,0,0,0,0
RPL5P32,0,0,0,0,0,2,1,5
HERC2,2137,2744,5887,5134,5105,3477,15915,10497
RPL41P2,24,40,22,22,54,61,81,120
RP11-578F21.3,0,0,0,0,1,0,1,0
RP11-536P16.2,0,0,0,0,0,0,0,0
RP11-483E23.2,0,0,0,0,0,0,0,0
RP11-483E23.3,0,0,0,0,0,0,0,0
GOLGA8F,0,2,0,0,2,5,2,1
RN7SL238P,0,0,0,0,0,0,0,0
ABCB10P3,0,0,0,1,0,0,0,0
RP11-483E23.9,0,0,0,0,0,0,0,0
RP11-483E23.10,0,0,0,0,0,0,0,0
MIR4509-2,0,0,0,0,0,0,0,0
RP11-483E23.4,4,0,0,0,0,0,0,1
RP11-483E23.5,0,0,0,0,0,0,0,0
MIR4509-3,0,0,0,0,0,0,0,0
RP11-536P16.5,0,0,0,0,0,0,0,0
ABCB10P4,1,0,0,1,0,0,0,0
GOLGA8G,0,0,1,0,0,0,0,0
RP11-536P16.4,0,0,0,0,0,0,0,0
RP11-578F21.4,0,0,1,0,0,0,0,0
RP11-483E23.7,0,0,0,0,0,0,0,0
HERC2P11,0,0,0,0,0,1,1,0
HERC2P9,723,1032,1665,1259,1146,803,3315,3386
RP11-578F21.2,2,3,19,22,9,6,24,30
GOLGA8M,9,248,21,43,21,7,310,324
RN7SL719P,0,1,0,0,0,0,0,0
WHAMMP2,281,553,215,261,339,275,989,898
RP11-578F21.9,4,21,2,9,2,9,15,18
RP11-578F21.10,0,0,0,0,0,0,0,1
AC055876.1,0,0,0,0,0,0,0,1
PDCD6IPP2,6,4,66,37,109,47,11,59
RP11-578F21.13,0,0,0,0,0,0,0,0
GOLGA6L7P,0,1,2,2,2,5,0,0
APBA2,46,75,386,875,860,250,1044,213
RP13-126C7.1,0,0,0,0,0,0,0,0
FAM189A1,0,23,298,89,1208,721,36,59
RP11-37J13.1,0,1,0,0,1,1,2,0
NSMCE3,400,588,1029,576,842,350,1490,2156
CTD-3118D7.1,0,0,0,0,1,0,1,0
RP11-300A12.2,0,2,0,0,2,2,2,0
TUBBP8,0,0,0,0,0,0,0,2
RP11-680F8.1,32,392,67,4,995,1010,41,55
TJP1,1491,4935,11043,5604,6155,3861,10921,5719
RP11-680F8.4,6,15,12,41,15,13,67,23
HMGN2P5,29,48,239,82,143,39,445,368
RP11-680F8.3,10,27,57,21,10,2,40,13
NCAPGP2,0,0,37,3,0,0,1,0
CTD-2022H16.3,3,2,14,4,2,13,5,0
RP11-143J24.1,0,0,10,1,0,0,1,0
CTD-2022H16.1,0,0,0,0,0,0,0,0
GOLGA8J,0,7,2,1,2,0,5,10
RN7SL673P,0,0,0,0,0,0,0,1
DNM1P28,0,0,0,0,0,0,1,0
ULK4P3,0,0,0,5,0,0,10,11
GOLGA8T,5,18,12,3,37,12,26,33
RN7SL469P,0,0,0,0,0,0,0,0
DNM1P30,0,0,0,0,0,0,1,1
RP11-932O9.3,0,0,0,0,0,0,1,1
RP11-932O9.4,0,0,0,0,0,0,0,0
DKFZP434L187,0,0,3,0,4,0,77,30
RP11-261B23.1,0,0,1,0,0,0,0,2
RNU6-17P,0,0,0,0,0,0,0,0
RP11-261B23.2,0,0,0,0,0,1,0,0
RP11-382B18.1,0,0,0,0,2,0,45,4
CHRFAM7A,0,2,8,34,39,8,146,77
RP11-382B18.6,0,1,0,0,0,0,0,0
GOLGA8R,35,116,92,115,113,39,246,242
RN7SL196P,0,0,0,0,0,0,0,0
RP11-382B18.5,0,0,0,0,0,0,0,0
CTD-3092A11.1,128,88,118,142,84,64,213,72
CTD-3092A11.2,1186,1998,893,1672,564,599,1341,1611
CTD-3092A11.3,7,12,5,16,2,4,9,7
AC026150.6,4,1,3,2,0,1,3,1
AC026150.8,5,19,12,8,29,8,20,20
GOLGA8Q,9,17,8,4,24,12,63,20
RN7SL796P,0,2,0,0,0,0,0,0
DNM1P50,0,0,0,0,0,0,1,0
ULK4P2,0,1,3,5,2,0,9,23
GOLGA8H,8,11,45,28,56,19,76,55
RP11-932O9.8,1,7,3,7,6,3,6,28
RN7SL628P,0,0,0,0,4,0,1,3
RP11-932O9.9,4,8,3,8,36,10,4,24
ARHGAP11B,39,79,127,101,150,63,362,72
RP11-932O9.7,7,3,2,8,9,13,32,37
RP11-932O9.10,2,5,11,8,6,2,19,5
GOLGA8UP,0,0,0,0,10,9,27,2
RN7SL82P,0,0,1,0,0,0,0,0
HERC2P10,2,6,5,7,89,44,15,27
RP11-540B6.2,0,0,3,2,18,23,6,6
RP11-540B6.3,0,0,4,1,18,2,0,8
FAN1,596,1066,784,835,1607,872,3145,2261
RP11-540B6.6,647,1060,554,530,1030,563,1537,1469
MTMR10,1305,4609,2474,2133,2201,1304,3849,3314
RNU6-466P,0,0,0,0,0,0,2,0
TRPM1,2,8,2,0,2,2,3,2
RP11-348B17.1,0,0,1,0,1,0,0,0
MIR211,0,0,0,0,0,0,0,0
RP11-16E12.1,53,56,121,54,56,49,26,31
RP11-16E12.2,28,38,95,37,16,15,15,11
KLF13,1572,3118,19575,6406,25838,10628,4690,3525
UBE2CP4,0,0,0,0,3,0,2,0
RP11-126F18.2,0,1,0,0,0,0,0,2
OTUD7A,21,60,298,137,462,400,442,296
RP11-456J20.1,0,0,0,0,2,0,0,0
RP11-456J20.2,0,0,0,0,0,0,0,0
CHRNA7,0,2,4,20,160,39,429,275
RP11-624A21.1,0,0,0,0,8,0,29,4
RP13-395E19.4,0,0,0,0,0,0,0,4
RNU6-18P,0,0,0,0,0,0,0,0
RP13-395E19.2,0,0,1,0,2,0,6,4
RP11-717I24.1,0,0,0,0,0,0,0,0
DNM1P31,0,0,0,0,0,0,8,0
GOLGA8K,1,4,20,11,47,6,30,31
RN7SL185P,0,0,0,0,0,0,0,0
ULK4P1,0,0,2,1,3,1,3,3
DNM1P32,0,0,0,0,0,0,0,0
GOLGA8O,9,45,49,31,82,11,11,105
RN7SL539P,0,0,0,0,1,0,0,0
RP11-632K20.8,0,0,0,0,0,0,0,1
RP11-632K20.6,2,0,0,0,1,1,1,4
RP11-632K20.2,33,15,11,4,2,9,3,29
RP11-632K20.7,311,419,210,576,492,111,838,679
RP11-1000B6.3,7,8,11,3,26,8,47,38
RP11-1000B6.7,1,2,4,0,6,4,22,6
RP11-1000B6.8,0,6,16,10,18,12,24,25
GOLGA8N,171,360,261,223,978,554,773,801
RN7SL286P,0,0,0,0,0,0,0,0
RP11-1000B6.5,2,0,5,6,15,9,18,10
ARHGAP11A,87,80,168,177,525,345,681,89
SCG5,94,875,5,26,1714,5044,763,103
RP11-1000B6.2,0,0,0,1,1,0,1,0
RP11-758N13.1,2,11,0,16,23,69,1,0
GREM1,6,14,25,73,506,344,509,5
FMN1,38,19,1448,1288,409,372,82,30
RP11-758N13.3,6,1,0,13,0,0,2,0
HNRNPA1P71,0,0,0,0,1,0,2,1
RP11-12O16.1,0,0,0,0,0,0,0,0
TMCO5B,1,0,0,3,0,1,0,1
RP11-489D6.2,0,0,0,0,0,0,0,0
RYR3,66,68,137,151,138,56,392,299
RP11-3D4.4,4,9,3,0,4,4,4,7
RP11-3D4.3,34,37,26,23,44,21,44,35
RP11-3D4.2,21,28,10,25,47,30,47,30
AVEN,430,762,320,346,1819,1481,1388,816
CHRM5,79,119,45,37,19,10,7,14
RP11-74D7.3,18,18,0,4,5,4,5,7
RP11-74D7.1,0,0,0,0,2,0,3,1
EMC7,1706,1432,2997,1732,3345,2337,3422,2937
RP11-1084A12.1,10,19,2,19,13,4,32,43
PGBD4,165,276,187,119,160,160,265,137
KATNBL1,389,1236,1086,1367,802,654,1880,2230
EMC4,1308,1387,2844,1495,2920,1999,4525,3408
SLC12A6,627,1029,3646,4175,1450,816,2962,1966
RP11-1084A12.2,0,0,0,0,0,0,0,0
NOP10,1348,1545,3350,2538,1680,1935,1695,1548
NUTM1,2,0,4,3,2,0,0,4
LPCAT4,93,352,1642,1486,1566,1219,2722,3431
ACTG1P15,0,0,2,2,2,5,29,14
GOLGA8A,365,607,4591,4677,7707,1963,22801,32976
MIR1233-1,0,0,0,0,0,0,0,0
RP11-602M11.4,0,0,0,0,0,0,0,0
RP11-1H8.1,0,0,0,0,0,0,0,0
RP11-1H8.5,0,0,14,35,2,14,235,26
HNRNPLP2,4,11,24,11,27,7,156,285
FSCN1P1,0,8,6,3,0,0,18,26
RP11-1H8.6,0,0,0,0,0,0,0,1
GOLGA8B,5556,9770,6602,3987,20373,23983,14862,23650
MIR1233-2,0,0,0,0,0,0,0,0
RP11-1H8.4,0,0,0,0,0,0,2,0
CTD-2125J1.1,0,0,0,0,0,0,0,0
GJD2,2,0,0,0,152,193,0,0
RP11-814P5.1,0,0,0,0,0,2,0,0
ACTC1,29,79,176,49,42,72,36,94
RP11-83J16.3,4,6,3,3,10,8,9,2
AQR,842,1461,2628,1829,2604,1553,5533,4245
RP11-83J16.1,2,4,1,4,7,6,13,19
ZNF770,485,1047,704,1173,913,436,2728,1660
RP11-463I20.3,0,2,0,2,1,0,2,1
RP11-463I20.4,0,0,0,0,2,0,0,0
RP11-463I20.2,0,5,1,0,0,0,2,0
RP11-323I15.3,3,10,0,0,1,4,6,13
NANOGP8,2,8,2,0,1,0,2,6
RP11-323I15.2,9,7,6,2,17,1,17,17
RP11-323I15.5,0,4,0,6,9,4,8,9
PRELID1P4,24,20,4,4,9,1,14,18
ANP32AP1,1,9,1,0,3,4,4,12
DPH6,238,278,230,204,613,251,1114,731
NUTF2P6,4,9,0,0,1,0,6,3
RBM17P4,3,4,0,0,0,1,6,10
MIR3942,0,3,0,2,1,0,1,2
RP11-139F4.2,0,0,0,0,1,0,1,0
HNRNPA1P45,0,4,0,0,0,2,26,3
DPH6-AS1,2,20,25,6,17,7,28,73
RP11-702M1.2,0,0,0,0,0,0,0,0
MIR4510,0,0,0,0,0,0,0,0
RP11-184D12.1,0,0,0,0,0,0,0,0
RP11-684B21.1,0,2,0,0,1,0,0,0
RP11-475A13.2,0,0,0,0,0,0,0,0
RP11-475A13.1,0,0,0,0,0,1,2,0
COX6CP4,0,0,0,0,0,0,0,0
C15orf41,212,367,211,128,353,179,970,891
RP11-618N24.1,0,0,0,0,0,0,0,0
LARP4P,0,0,0,0,0,0,0,0
TPST2P1,0,1,0,0,0,0,0,0
RP11-16L14.2,0,1,0,0,0,0,0,1
CSNK1A1P1,13,44,0,4,2,5,19,12
RP11-122D10.1,0,0,0,0,0,0,0,0
MEIS2,1113,692,1204,2095,1332,953,3969,4081
MIR8063,0,1,0,0,0,0,0,0
RP11-128A17.1,0,0,0,0,0,0,0,0
RP11-128A17.2,12,11,3,8,11,15,49,139
RP11-597G23.1,0,0,0,0,0,0,0,0
RP11-720L8.1,0,1,0,0,0,0,1,0
RP11-25H11.1,0,0,0,0,0,0,0,0
TMCO5A,0,0,1,2,2,0,0,0
RP11-1008C21.1,0,0,14,277,2,1,2,9
LINC01852,2,35,88,17,13,12,146,141
RP11-346D14.1,0,0,0,0,0,0,0,1
SPRED1,575,868,2934,2717,922,441,4997,2399
FAM98B,364,557,910,725,1054,462,3637,1745
AC109631.1,0,0,3,0,2,3,7,11
RASGRP1,17,84,205,755,120,86,95,25
RP11-102L12.2,2,10,11,35,53,16,7,4
RP11-275I4.1,0,0,2,0,1,0,0,0
RP11-275I4.2,0,0,2,0,0,0,0,0
C15orf53,0,0,0,10,0,0,2,0
RP11-326N17.1,0,0,0,0,2,0,0,0
RP11-326N17.2,2,2,3,0,115,215,0,0
RP11-624L4.1,3,8,5,0,425,463,11,4
RP11-62C7.2,0,0,0,2,2,0,0,0
RP11-265N7.2,0,0,2,0,0,3,1,2
RP11-265N7.1,4,11,0,4,70,86,5,1
C15orf54,1,0,6,3,0,4,0,0
RP11-462P6.1,0,0,0,1,0,0,0,0
RP11-624L4.2,0,0,2,5,1,0,0,0
RP11-27M9.1,0,0,0,0,0,0,0,0
THBS1,1795,11156,17258,152465,22143,3146,58692,19879
CTD-2033D15.2,8,406,34,1116,58,7,455,419
CTD-2033D15.3,9,78,52,809,62,5,139,46
CTD-2033D15.1,0,2,0,2,1,0,0,1
FSIP1,10,12,14,51,14,9,34,27
RP11-37C7.3,42,6,82,40,81,62,108,89
GPR176,47,159,435,1263,160,52,564,247
RP11-37C7.2,0,1,0,0,0,0,0,0
RP11-325N19.3,5,0,2,0,1,0,8,1
EIF2AK4,721,2765,2809,1626,2445,990,4738,2975
H3F3AP1,0,0,1,0,2,0,0,0
SRP14,4823,4174,9099,7086,8453,5491,19900,18312
SRP14-AS1,90,451,333,375,421,209,672,873
RP11-521C20.2,0,2,2,11,6,4,20,30
RP11-521C20.5,0,2,2,0,4,0,5,8
BMF,120,103,1079,1350,4400,1033,2722,2785
RP11-521C20.1,0,0,0,1,0,0,0,0
BUB1B,6,23,49,34,107,9,437,30
RP11-133K1.11,0,0,0,0,2,0,2,0
RP11-133K1.7,0,0,0,0,2,0,0,0
PAK6,3,10,301,148,699,533,80,222
RP11-133K1.8,0,0,2,7,0,2,0,2
C15orf56,0,0,28,6,103,63,21,39
RP11-133K1.9,0,0,2,0,2,0,0,0
ANKRD63,1,0,0,2,0,0,2,1
PLCB2,235,856,4931,4154,664,180,684,116
RP11-133K1.12,0,8,10,6,0,0,5,6
PLCB2-AS1,0,1,4,3,1,0,0,0
RP11-133K1.1,0,0,0,0,0,0,0,1
RP11-133K1.6,0,1,1,0,3,2,0,0
INAFM2,248,306,1729,1482,1375,489,823,1416
C15orf52,309,798,4565,1233,3669,4528,928,831
PHGR1,5,3,4,2,2,0,0,0
DISP2,15,38,30,20,145,98,88,154
KNSTRN,250,214,817,336,387,280,668,761
IVD,7481,29354,5375,1999,3924,1524,8213,8371
BAHD1,721,1942,2548,1877,2584,1503,4630,7489
RP11-64K12.9,0,0,4,1,3,2,5,0
RP11-64K12.8,9,12,21,23,23,9,70,108
CHST14,322,711,1712,859,950,511,3802,3045
RP11-64K12.1,2,0,0,4,0,4,10,11
RP11-111A22.1,1,8,5,5,4,9,6,22
C15orf57,347,294,572,680,815,587,990,1803
RNU6-516P,0,0,1,2,1,0,3,8
RPUSD2,401,397,445,181,361,299,493,471
KNL1,34,394,41,55,36,24,345,18
RN7SL376P,0,0,0,0,0,0,0,0
CTD-2339L15.3,0,0,0,1,0,0,4,0
RAD51-AS1,85,149,297,214,388,288,593,921
RAD51,2,25,33,8,64,34,197,44
RMDN3,1961,3133,3921,1785,2711,2027,3365,2954
SUMO2P15,0,3,2,2,3,0,4,11
GCHFR,352,454,163,87,94,32,86,116
DNAJC17,536,901,821,436,852,701,1500,1139
C15orf62,156,202,206,204,233,129,455,470
ZFYVE19,847,1600,1216,633,1010,1065,2164,2375
PPP1R14D,0,0,2,2,5,4,0,1
RP11-532F12.5,3,2,307,107,287,313,11,21
SPINT1,68,125,6473,2336,8504,8880,338,475
RHOV,5,17,15,606,485,1782,28,54
CTD-2129N1.1,0,0,0,0,0,0,0,2
VPS18,648,1076,2399,860,1213,965,1570,1365
RP11-540O11.1,8,6,16,33,28,5,26,25
DLL4,405,195,1053,6869,351,328,1675,422
ISCA1P4,0,1,0,1,0,0,0,0
CHAC1,192,138,103,129,114,1075,10,22
INO80,1132,1757,3200,1837,1849,1472,5282,3742
RP11-540O11.6,1,1,1,4,0,5,4,5
RP11-540O11.7,1,0,0,0,0,1,0,0
RP11-540O11.4,0,1,0,0,0,0,1,2
RP11-540O11.8,2,0,2,0,2,0,1,1
CYCSP2,0,0,0,0,0,0,0,0
RP11-129I12.3,0,0,0,0,0,0,0,0
FAM92A1P1,5,15,14,10,42,16,62,47
EXD1,2,5,2,1,0,0,1,6
RN7SL497P,0,0,0,0,0,0,0,0
CHP1,7565,10620,7902,6327,9226,5455,4172,4309
OIP5-AS1,3019,6581,4489,5850,3907,4095,10761,10842
OIP5,22,24,13,6,15,3,73,45
NUSAP1,143,451,154,213,155,54,2088,1172
RP11-16O9.2,0,0,0,0,0,0,0,1
NDUFAF1,881,767,623,347,777,439,1217,1098
RTF1,1588,3078,3240,2734,3300,1841,9185,6059
RNU6-1169P,0,0,0,0,0,0,0,0
ITPKA,23,66,22,74,124,51,55,83
LTK,185,78,4709,2560,52,25,37,56
RPAP1,823,1228,1911,1149,2257,1409,4198,3042
ELOCP2,0,0,0,0,0,0,0,0
TYRO3,92,103,1142,1391,1868,880,27192,18860
RP11-380D11.2,2,2,0,0,0,0,4,8
MGA,830,1867,2067,1581,1889,1654,8677,6077
MIR626,0,0,0,0,0,0,0,0
RP11-107F6.4,0,0,0,0,0,1,1,1
MAPKBP1,622,957,1420,1840,1484,1012,7716,6142
RP11-23P13.4,1,3,0,0,0,0,3,1
JMJD7,499,738,1382,1016,2310,1688,2419,2203
PLA2G4B,1529,3385,2918,3254,3259,2559,6190,12846
SPTBN5,212,524,571,1740,419,488,643,677
RNA5SP393,0,2,0,0,0,0,1,0
MIR4310,0,0,0,0,0,0,0,0
RP11-23P13.6,50,94,35,123,512,761,18,24
EHD4,940,1247,3050,3807,3429,1469,3195,1235
CTD-2382E5.6,4,9,2,17,5,2,48,15
EHD4-AS1,3,2,2,6,3,4,5,2
PLA2G4E-AS1,1,2,0,1,2,1,3,5
PLA2G4E,1,20,20,8,9,7,2,2
CTD-2382E5.2,0,0,0,0,0,0,0,0
PLA2G4D,0,0,7,0,1,0,1,1
PLA2G4F,4,12,9530,51,80,12,4,2
VPS39,2084,4635,8315,4564,8803,5463,9802,7646
MIR627,0,0,0,0,0,0,0,0
RP11-546B15.1,2,2,0,3,1,3,11,5
TMEM87A,844,2121,5746,2409,4559,3408,7091,3488
GANC,474,1849,2549,1645,961,790,3103,2421
BNIP3P5,3,4,0,3,0,0,1,5
CAPN3,872,5316,3507,1373,762,793,2718,5401
ZNF106,1001,2189,12061,7805,4267,2304,9757,6752
RNU6-188P,0,1,0,0,0,0,0,0
SNAP23,654,1178,2731,2436,1757,1271,3840,2662
LRRC57,363,1146,1472,1168,966,719,1890,1693
HAUS2,278,441,865,706,1314,679,1392,835
MYL12BP1,2,5,4,12,4,2,18,21
STARD9,168,691,6698,5014,838,330,13332,10186
EIF4EBP2P2,0,0,0,0,0,0,0,0
CDAN1,613,1262,966,1083,1770,1118,4060,5545
CTD-2036P10.5,16,48,10,21,15,18,67,245
CTD-2036P10.6,19,67,38,56,36,28,121,212
TTBK2,347,1006,925,2684,586,309,3997,3073
KRT8P50,1,3,0,0,0,0,1,9
FDPSP4,0,0,0,0,0,0,1,0
UBR1,624,1263,2097,2590,2164,1266,4193,3385
EPB42,3,6,10,93,1,16,3,26
AC068724.1,0,0,0,0,0,0,0,0
RPS3AP47,5,5,14,30,18,18,58,127
TMEM62,385,707,1042,522,1307,733,531,614
SPCS2P1,0,0,0,0,0,0,0,0
RP11-473C18.3,1,3,0,1,1,1,1,1
CCNDBP1,448,1429,4134,2353,3123,2267,1621,2638
TGM5,0,2,13,4,8,2,1,3
ATP5HP1,0,0,0,0,0,0,0,0
TGM7,0,0,0,0,0,0,3,0
RP11-402F9.3,0,0,0,0,0,0,0,0
LCMT2,263,319,661,150,379,349,580,453
ADAL,342,547,432,207,260,221,636,593
ZSCAN29,677,1216,1612,842,1846,1185,2651,2016
TUBGCP4,388,781,745,626,1121,714,1592,1363
RN7SL487P,2,1,2,4,3,0,3,0
TP53BP1,409,821,1693,2708,1787,1170,10095,8006
MAP1A,19,47,599,1220,520,197,2630,2841
PPIP5K1,313,752,494,506,619,542,1437,1815
CKMT1B,1,2,4,44,54,56,10,4
STRC,1,18,11,28,6,7,16,116
RNU6-554P,0,0,0,0,0,0,0,0
CATSPER2,103,270,118,106,144,119,210,671
RNU6-610P,0,0,0,2,0,0,0,0
AC011330.13,1,9,11,18,2,4,8,20
PDIA3P2,2,1,0,9,4,2,7,9
AC011330.5,5,2,12,6,5,2,75,25
CKMT1A,0,4,6,14,69,70,3,2
STRCP1,12,44,12,18,12,2,15,86
RNU6-353P,0,0,1,0,0,0,0,0
CATSPER2P1,45,85,47,60,37,44,77,89
RNU6-354P,0,0,0,0,0,0,0,0
PDIA3,14768,11628,15492,22886,25301,10422,28345,14443
ELL3,22,73,107,207,111,164,228,322
SERF2,6598,15480,10932,8819,10077,11208,11280,11948
HYPK,157,284,237,667,213,182,510,494
MFAP1,460,885,1829,846,1721,1250,3844,2322
WDR76,38,54,289,312,632,247,690,334
FRMD5,1,7,2,23,10,4,94,75
PIN4P1,4,0,0,0,3,4,6,8
ACTBP7,0,0,0,0,2,0,4,3
GAPDHP55,0,0,0,0,0,0,0,0
CASC4,1994,3871,3541,4006,3394,1347,11408,7647
RP11-616K22.1,2,5,3,10,2,2,8,8
RP11-616K22.2,0,0,0,1,0,0,0,1
RP11-516C1.1,1,5,0,2,0,0,3,1
CTDSPL2,585,1364,1482,1745,1382,901,4679,3236
HNRNPMP1,0,0,4,6,1,5,19,43
CTD-2329K10.1,3,1,1,7,2,0,18,17
EIF3J-AS1,216,344,669,479,432,336,1892,2007
EIF3J,1816,1592,1793,2012,5764,5039,3938,2890
RP11-151N17.1,8,11,5,9,8,38,36,28
SPG11,1461,2768,4635,5146,4277,2488,7484,5773
PATL2,29,196,464,362,35,9,157,98
B2M,32930,69053,213489,194394,50204,16830,88953,72555
TRIM69,437,606,1403,1751,451,264,3223,2719
CTD-2008A1.3,6,0,0,2,1,0,0,1
SORD2P,215,4218,6,18,48,9,29,16
RNU1-119P,0,0,0,0,0,0,0,0
CTD-2014N11.1,0,0,0,0,0,0,0,0
CTD-2014N11.2,0,1,0,0,0,0,0,0
RNU6-1108P,0,0,0,0,0,0,0,0
TERB2,8,24,0,0,1,0,0,0
RNU6-1332P,0,0,0,0,0,0,0,0
CTD-2014N11.3,0,0,0,0,0,0,0,0
RNU6-966P,0,0,0,0,0,0,0,0
RNU1-78P,0,0,0,0,0,0,0,0
SORD,2978,13365,317,328,1058,506,783,616
RP11-109D20.1,0,4,1,6,0,0,1,0
DUOX2,8,18,853,716,54,39,165,226
DUOXA2,2,0,45,32,1,0,14,14
DUOXA1,13,15,9512,1381,3,3,106,63
DUOX1,30,61,39665,6809,106,46,632,1081
CTD-2651B20.1,3,3,679,184,39,5,36,74
SHF,905,1587,363,378,161,106,2596,2902
RP11-519G16.2,0,0,0,0,0,0,1,1
CTD-2651B20.7,0,0,3,0,1,0,2,7
CTD-2651B20.6,0,0,0,0,1,2,1,2
CTD-2651B20.8,0,0,0,0,0,0,6,6
CTD-2651B20.2,0,0,0,0,0,0,7,13
CTD-2651B20.3,0,13,5,9,68,60,104,139
SLC28A2,1,53,0,40,23,6,73,71
CTD-2651B20.5,0,9,1,0,4,4,10,4
CTD-2651B20.4,7,180,1,2,81,43,205,174
RNU6-953P,0,0,0,0,0,0,0,0
GATM,11662,107607,290,277,91184,66130,26658,15866
GATM-AS1,2,6,2,0,15,16,16,18
SPATA5L1,246,352,514,496,719,462,1618,1426
C15orf48,10,4,24,896,83,16,28,11
RP11-519G16.5,0,0,0,26,1,0,0,0
RP11-519G16.3,0,0,5,102,8,2,3,0
SLC30A4,89,388,547,535,225,112,978,1148
HMGN2P46,2,4,23,145,12,7,35,102
RP11-96O20.2,0,0,0,0,0,0,0,0
DPPA5P2,0,0,0,0,0,0,0,1
RP11-96O20.5,4,2,3,2,5,8,10,21
BLOC1S6,1449,2206,2339,2103,3108,1740,6774,5556
SQRDL,2781,3478,5298,5289,5537,2659,1013,805
CTD-2306A12.1,4,4,7,12,14,13,0,0
RP11-718O11.1,0,0,0,0,1,0,1,1
RP11-315O8.1,0,0,0,0,0,0,0,0
MTND5P40,0,0,0,0,0,0,0,0
RNU6-1014P,0,0,0,0,0,0,0,0
RP11-627D16.1,0,0,0,0,0,0,0,0
RN7SKP101,0,0,0,0,0,0,0,0
RP11-627D16.2,0,0,0,0,0,0,0,0
RP11-90J19.1,3,32,0,2,7,1,0,2
SEMA6D,111,350,1179,637,2099,2117,6760,5664
RN7SKP139,0,0,0,0,0,0,0,0
RP11-408J6.1,0,0,0,0,0,0,0,0
CTD-2050N2.1,0,0,0,0,0,0,0,0
RP11-142J21.1,0,4,0,0,0,0,0,0
RP11-142J21.2,0,0,0,0,0,0,0,0
RP11-552E10.1,0,0,0,0,0,0,0,0
CTD-2270N23.1,41,12,9,19,44,62,107,140
LINC01491,0,0,0,0,2,0,1,0
RP11-208K4.1,0,0,0,0,0,0,0,0
CTD-2007H18.1,0,0,0,0,0,1,0,0
SLC24A5,0,0,2,0,0,4,0,0
MYEF2,8,53,803,1250,1964,2085,879,474
RP11-605F22.2,0,0,4,2,0,0,6,5
CTXN2,0,0,0,0,2,0,0,0
RP11-605F22.1,0,0,0,0,0,1,0,0
SLC12A1,10,6,17,0,4,4,4,9
RP11-154J22.1,6,3,86,16,47,29,223,258
DUT,502,1868,2678,1922,1823,1547,5725,6144
FBN1,274,1181,5626,6247,3541,924,40656,19993
CTD-3247H4.2,0,3,0,4,5,0,35,48
RP11-227D13.1,0,2,11,6,2,0,87,51
RP11-227D13.5,0,4,2,2,1,1,4,5
CEP152,167,199,338,541,609,391,981,905
RP11-227D13.2,0,0,2,2,0,0,0,2
RP11-227D13.4,0,0,2,2,4,0,1,1
RP11-485O10.2,5,0,0,0,1,0,0,0
RP11-485O10.3,1,0,0,0,0,0,0,0
SHC4,1,27,26,8,14,29,23,75
EID1,2786,5146,7514,4610,6102,2397,19903,17597
RP11-138E16.1,0,1,0,0,0,0,0,0
KRT8P24,0,2,0,1,2,0,0,0
SECISBP2L,961,4407,7603,3322,2705,2094,8216,5947
RN7SL577P,0,0,0,1,0,0,0,0
RP11-325E5.1,6,5,6,2,1,8,5,4
COPS2,1441,2073,2369,3230,4863,2798,7932,8457
GALK2,471,565,665,824,764,450,1519,957
NDUFAF4P1,0,0,2,0,2,1,5,0
MIR4716,0,0,0,0,0,0,0,0
RP11-325E5.4,0,0,0,0,0,0,0,0
RN7SL307P,0,0,0,0,0,0,0,0
FAM227B,98,225,135,163,245,207,824,617
RP11-295H24.4,65,51,49,68,45,26,81,121
RP11-295H24.5,5,7,8,12,0,7,6,31
RP11-295H24.3,10,8,6,20,9,7,33,26
FGF7,29,100,560,5029,453,85,9747,2333
DTWD1,547,725,1126,1118,3213,2297,5857,3872
CTD-2647E9.1,0,0,0,2,3,0,3,1
ATP8B4,136,290,217,224,128,58,1568,279
CTD-2647E9.3,2,0,1,4,0,0,21,2
RNA5SP394,0,1,0,0,0,0,0,0
SLC27A2,2196,5220,20,318,730,216,24,10
HDC,17,102,180,1162,133,37,192,6
RN7SL494P,0,1,0,0,1,0,2,0
